,Neighborhood,City,State,latlon,zipcode
17777,Randolph,Topeka,Kansas,"39.050441, -95.706103",66604.0
17778,Macdonald,Wichita,Kansas,"37.687692, -97.339044",67202.0
17779,Elmhurst,Overland Park,Kansas,"38.976142, -94.690198",66212.0
17780,Shawnee Village,Shawnee,Kansas,"39.341122, -94.940527",
17781,Pleasant Valley,Wichita,Kansas,"37.156878, -96.980844",67156.0
17782,Schweiter East,Wichita,Kansas,"37.666681, -97.301711",
17783,Shawnee Pioneers/Douglas Highlands,Shawnee,Kansas,,
17784,Centennial,Lawrence,Kansas,"38.972091, -95.263362",
17785,East Front,Wichita,Kansas,"37.687692, -97.339044",67202.0
17786,Likins Foster,Topeka,Kansas,"39.007699, -95.692799",66611.0
17787,Highland Plains,Overland Park,Kansas,"39.004628, -94.653391",
17788,Welborn,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17789,Gerding Gardens,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17790,Schweiter,Wichita,Kansas,"37.687692, -97.339044",67202.0
17791,Burnett's,Topeka,Kansas,"38.661045, -96.491896",66846.0
17792,The Elm,Wichita,Kansas,"37.687692, -97.339044",67202.0
17793,Trail Springs,Shawnee,Kansas,"39.055173, -95.775159",66606.0
17794,Horseshoe Bend,Topeka,Kansas,"39.041966, -95.698227",66604.0
17795,Norton,Topeka,Kansas,"39.835383, -99.891625",67654.0
17796,Comotara Mainsgate Villa,Wichita,Kansas,,
17797,Crown Heights South,Wichita,Kansas,"37.687692, -97.339044",67202.0
17798,Goddard Heights,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17799,Jones Park,Wichita,Kansas,"37.742913, -97.339131",
17800,Quinton Heights,Topeka,Kansas,"39.023024, -95.690369",66611.0
17801,Kenwood,Topeka,Kansas,"39.070061, -95.691389",66606.0
17802,Young's Park,Overland Park,Kansas,"38.988225, -94.684522",
17803,Cottonwood Village,Wichita,Kansas,"37.687692, -97.339044",67202.0
17804,Longview,Wichita,Kansas,"37.687692, -97.339044",67202.0
17805,Maple Crest,Overland Park,Kansas,"38.997075, -94.662494",66204.0
17806,New Salem,Wichita,Kansas,"37.687692, -97.339044",67202.0
17807,Courtland,Wichita,Kansas,"37.687692, -97.339044",67202.0
17808,Riverview,Wichita,Kansas,"37.759858, -97.342399",67204.0
17809,McAlister Parkway,Topeka,Kansas,"39.041966, -95.698227",66604.0
17810,Jefferson Square,Topeka,Kansas,"39.01705, -95.666306",66605.0
17811,Central 2000,Wichita,Kansas,"39.107182, -94.65193",66102.0
17812,Stratton Oaks,Olathe,Kansas,"38.885985, -94.811549",66061.0
17813,Asbury Estates,Olathe,Kansas,"38.910853, -94.818319",
17814,Lionsgate,Overland Park,Kansas,"38.868523, -94.666989",66223.0
17815,Oak Park,Overland Park,Kansas,"38.94705, -94.719015",66214.0
17816,Maple Hills,Wichita,Kansas,"37.687692, -97.339044",67202.0
17817,Elston Park,Olathe,Kansas,"39.172574, -96.611182",
17818,Delaware Ridge,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17819,Deerfield Trace,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17820,Park Trace,Olathe,Kansas,"38.885985, -94.811549",66061.0
17821,Stony Point/Hunters Glen,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17822,Meadows,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17823,Havencroft,Olathe,Kansas,"38.87158, -94.789228",
17824,Colly Creek,Topeka,Kansas,"39.041966, -95.698227",66604.0
17825,Cedar Creek,Olathe,Kansas,"38.885985, -94.811549",66061.0
17826,Prairie Oaks,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17827,Quail Creek,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17828,Northeast Heights,Wichita,Kansas,"37.687692, -97.339044",67202.0
17829,Lake Shawnee,Topeka,Kansas,"39.100613, -95.855226",66539.0
17830,Westport,Topeka,Kansas,"39.019555, -95.757411",
17831,Willow Ridge,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17832,Brittany Ridge,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17833,Arrowhead,Olathe,Kansas,"38.858421, -94.788114",
17834,Library District,Overland Park,Kansas,"38.328584, -94.991476",66072.0
17835,Scarborough,Olathe,Kansas,"38.851068, -94.789148",
17836,Hunter's Creek,Olathe,Kansas,"38.903096, -94.830139",
17837,Southboro,Topeka,Kansas,"38.989228, -95.658406",
17838,Prairire Fields,Prairie Village,Kansas,"38.988431, -94.636507",66208.0
17839,Burlingame Acres,Topeka,Kansas,"39.041966, -95.698227",66604.0
17840,River Hill,Topeka,Kansas,"38.815541, -97.578754",
17841,Stonehurst,Olathe,Kansas,,
17842,Perry Park,Lawrence,Kansas,"38.964304, -95.279179",
17843,Forest View,Olathe,Kansas,"38.885985, -94.811549",66061.0
17844,Moody Hills,Overland Park,Kansas,"38.95837, -94.696244",66212.0
17845,Brittany Yesteryear,Olathe,Kansas,"38.902301, -94.80313",
17846,Parkway Pointe,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17847,Indian Hills,Lawrence,Kansas,"38.958184, -95.266212",66049.0
17848,Grantioch,Overland Park,Kansas,"38.982566, -94.687046",66204.0
17849,Aquarian Acres,Topeka,Kansas,"39.041966, -95.698227",66604.0
17850,Indian Hills,Topeka,Kansas,"39.041966, -95.698227",66604.0
17851,Wesparke,Topeka,Kansas,"39.003267, -95.722167",
17852,Sunset Hills,Topeka,Kansas,"39.041966, -95.698227",66604.0
17853,Deerfield,Lawrence,Kansas,"38.982951, -95.268006",
17854,Frisco Lake,Olathe,Kansas,"38.8706, -94.8051",
17855,Saxony at Concord Square,Olathe,Kansas,,
17856,Trailwood South,Overland Park,Kansas,"38.955809, -94.64414",66207.0
17857,Deer Creek,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17858,Sylvan Grove,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17859,Devonshire,Olathe,Kansas,,
17860,Walnut Creek,Olathe,Kansas,"38.670341, -96.948321",67449.0
17861,Southern Hills,Topeka,Kansas,"39.041966, -95.698227",66604.0
17862,Persimmon Hill,Olathe,Kansas,"38.885985, -94.811549",66061.0
17863,Quindaro,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17864,Woodland Creek,Olathe,Kansas,"38.885985, -94.811549",66061.0
17865,Broadmoor,Overland Park,Kansas,"38.978602, -94.659217",66204.0
17866,Millcreek Woods,Olathe,Kansas,"38.907975, -94.800356",
17867,Indian Creek Ridge,Olathe,Kansas,"38.885985, -94.811549",66061.0
17868,Beverly Estates,Overland Park,Kansas,"38.974914, -94.653892",
17869,Woodbrook,Olathe,Kansas,"38.903718, -94.755998",
17870,Brentwood Hills,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17871,Morningview,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17872,Arlington Park,Olathe,Kansas,"37.895209, -98.176964",
17873,Sheridan Ridge,Olathe,Kansas,"37.211531, -96.9954",67156.0
17874,Avignon,Olathe,Kansas,"38.913421, -94.752917",
17875,Bel-Air,Overland Park,Kansas,"38.96091, -94.653832",66207.0
17876,Rolling Ridge,Olathe,Kansas,"38.885985, -94.811549",66061.0
17877,Cherokee Hills,Overland Park,Kansas,"38.958586, -94.687144",66212.0
17878,Round Hill,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17879,Tomahawk Ridge,Overland Park,Kansas,"38.967636, -94.672265",66212.0
17880,Olathe Trails,Olathe,Kansas,"38.885985, -94.811549",66061.0
17881,Palisade Park,Olathe,Kansas,"39.172574, -96.611182",
17882,Symphony Hills,Olathe,Kansas,"37.639567, -97.128578",67002.0
17883,Monroe,Topeka,Kansas,"39.03676, -95.681909",66612.0
17884,Corinth Hills,Prairie Village,Kansas,"38.981293, -94.639006",
17885,Indian Trails Park,Olathe,Kansas,"38.855884, -94.795576",
17886,Crestview Heights,Wichita,Kansas,"37.687692, -97.339044",67202.0
17887,Quailwood Estates,Olathe,Kansas,"38.910853, -94.818319",
17888,Brittany Ridge at Stagecoach Meadows,Olathe,Kansas,,
17889,Ashton Willow at Westwood Valley,Olathe,Kansas,,
17890,Southdowns,Olathe,Kansas,"38.885985, -94.811549",66061.0
17891,Prairie Highlands,Olathe,Kansas,"38.86205, -94.886323",66061.0
17892,Meadowridge,Olathe,Kansas,"38.872894, -94.756127",
17893,Timberland Creek,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17894,Lakepointe,Shawnee,Kansas,,
17895,Estates of Prairie Haven,Olathe,Kansas,,
17896,Ranchview Gardens,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17897,Forest Hills,Wichita,Kansas,"37.686643, -97.232833",67206.0
17898,Cunningham Heights,Overland Park,Kansas,"39.033241, -94.676651",66202.0
17899,Rolling Meadows,Topeka,Kansas,"39.041966, -95.698227",66604.0
17900,University Place,Lawrence,Kansas,"38.954185, -95.247143",
17901,Persimmon Pointe,Olathe,Kansas,"38.885985, -94.811549",66061.0
17902,Westbrooke,Overland Park,Kansas,"38.966945, -94.705386",66214.0
17903,Strugglers Hill,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17904,Rolling Meadows,Olathe,Kansas,"39.004679, -95.645139",
17905,Glenwood Estates,Overland Park,Kansas,"39.093786, -94.939703",
17906,Antioch 75,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17907,North Ridge,Olathe,Kansas,"38.885985, -94.811549",66061.0
17908,Cambridge Creek,Olathe,Kansas,"38.885985, -94.811549",66061.0
17909,Walmer,Overland Park,Kansas,"39.010293, -94.662842",66202.0
17910,Southmoor Gardens,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17911,Fox Ridge,Olathe,Kansas,"38.885985, -94.811549",66061.0
17912,Shadywood,Topeka,Kansas,"38.997887, -95.766817",
17913,Seville at Camden Place,Olathe,Kansas,,
17914,Autumn Ridge,Olathe,Kansas,"38.885985, -94.811549",66061.0
17915,Northland,Topeka,Kansas,"39.041966, -95.698227",66604.0
17916,South Hampton,Olathe,Kansas,"38.885985, -94.811549",66061.0
17917,Heritage Hills,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17918,Madison Place,Olathe,Kansas,"38.885985, -94.811549",66061.0
17919,Empire Estates,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17920,Heritage Meadows,Olathe,Kansas,"37.686837, -97.329005",
17921,Normandy West,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17922,Brittany Hills,Olathe,Kansas,"38.920721, -94.792677",
17923,Historic Holiday Park,Topeka,Kansas,"38.977273, -94.668203",66212.0
17924,Elmhurst,Topeka,Kansas,"39.047514, -95.700387",66604.0
17925,Village,Wichita,Kansas,"37.687692, -97.339044",67202.0
17926,Santa Fe Hills,Overland Park,Kansas,"38.973856, -94.681205",66212.0
17927,Brookhollow,Wichita,Kansas,"37.687692, -97.339044",67202.0
17928,Stone Creek Village,Olathe,Kansas,"38.904027, -94.838321",
17929,Foxfield Village,Olathe,Kansas,"38.91552, -94.830406",
17930,Brookridge Estates,Overland Park,Kansas,"38.938739, -94.681741",
17931,Countryside East,Prairie Village,Kansas,"39.011571, -94.643828",
17932,Tomahawk Place,Olathe,Kansas,"38.885985, -94.811549",66061.0
17933,Harrison Park Rk,Wichita,Kansas,"37.671207, -97.222386",
17934,Tennessee Town,Topeka,Kansas,"39.050536, -95.696657",66604.0
17935,West Wyandotte,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17936,Prospect Hills,Topeka,Kansas,"39.061885, -95.735684",
17937,Wellington West,Overland Park,Kansas,"38.953806, -94.708559",66214.0
17938,Woodgate,Olathe,Kansas,,
17939,Coronodo Hills,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17940,Cedar Brooke,Olathe,Kansas,"38.909862, -94.831155",
17941,Black Bob Meadows,Olathe,Kansas,"38.858148, -94.753712",
17942,Brittany Heights,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17943,Sleepy Hollow,Wichita,Kansas,"37.687692, -97.339044",67202.0
17944,Highlands of Kensington,Olathe,Kansas,"38.86205, -94.886323",66061.0
17945,Calfskin,Wichita,Kansas,"37.687692, -97.339044",67202.0
17946,Parkwood,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17947,London Heights,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17948,Oakmont,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17949,Presidential Highfields,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17950,Frenchmens Creek,Shawnee,Kansas,"39.120901, -96.482711",66502.0
17951,Mission Ridge,Olathe,Kansas,"38.8634, -94.801109",
17952,Miller's Glen,Topeka,Kansas,"38.930957, -94.897154",66061.0
17953,Woods at Prairie Hollow,Olathe,Kansas,,
17954,New Village at Prairie Haven,Olathe,Kansas,,
17955,Sherwood Park,Topeka,Kansas,"39.015687, -95.803476",
17956,Bryn Vista Park,Olathe,Kansas,"39.172574, -96.611182",
17957,Lambsdale,Wichita,Kansas,"37.705249, -97.2732",
17958,Pomeroy,Kansas City,Kansas,"39.162544, -94.760857",66109.0
17959,Park Meadows,Wichita,Kansas,"37.687692, -97.339044",67202.0
17960,Woodland Park,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17961,Prairie Brook,Olathe,Kansas,"38.885985, -94.811549",66061.0
17962,Fairfield Village,Olathe,Kansas,"38.906277, -94.777325",
17963,Park Hill,Lawrence,Kansas,"38.958184, -95.266212",66049.0
17964,Montclaire,Olathe,Kansas,,
17965,Nottingham Reserve,Olathe,Kansas,"38.92707, -94.746668",66215.0
17966,Symphony Park Estates,Olathe,Kansas,"38.868157, -94.787404",
17967,Parkhill Manor,Olathe,Kansas,"38.849421, -94.752851",
17968,Canan Woods,Kansas City,Kansas,"39.113581, -94.630146",66101.0
17969,Ravenwood Place,Olathe,Kansas,"38.885985, -94.811549",66061.0
17970,Nottingham Forest,Overland Park,Kansas,"38.871045, -94.690182",
17971,Regency Place at Southbrook,Olathe,Kansas,,
17972,Shannon Valley,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17973,Cedar Ridge,Olathe,Kansas,"38.885985, -94.811549",66061.0
17974,Grey Oaks,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17975,Kensington Manor,Overland Park,Kansas,"38.903822, -94.694858",
17976,Heritage Glen,Olathe,Kansas,"38.885985, -94.811549",66061.0
17977,Crimson Ridge,Shawnee,Kansas,"37.211531, -96.9954",67156.0
17978,Briarwood,Olathe,Kansas,"38.885985, -94.811549",66061.0
17979,Saddlewood Downs,Olathe,Kansas,"38.885985, -94.811549",66061.0
17980,Hanover,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17981,Kenilworth,Prairie Village,Kansas,"38.988431, -94.636507",66208.0
17982,Copper Creek,Olathe,Kansas,"37.44363, -98.02923",
17983,Applewood at Wexford Downs,Olathe,Kansas,,
17984,Heatherstone,Olathe,Kansas,"38.905024, -94.745667",
17985,Mills Farm,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17986,Clarion Woods,Topeka,Kansas,"38.998373, -95.747105",
17987,Nottingham Forest South,Overland Park,Kansas,"38.871045, -94.690182",
17988,Brittany Forest,Olathe,Kansas,"38.859788, -94.800801",
17989,Windsor Hills,Overland Park,Kansas,"38.908315, -94.694397",66213.0
17990,Black Bob Trails,Olathe,Kansas,"38.858148, -94.753712",
17991,Parkwood Hills,Olathe,Kansas,"38.885985, -94.811549",66061.0
17992,Hillcrest Farm,Shawnee,Kansas,"39.017619, -94.826139",66218.0
17993,Northwood Trails,Olathe,Kansas,"38.918522, -94.804611",
17994,Wyncroft Meadows,Olathe,Kansas,"37.686837, -97.329005",
17995,Ashton,Olathe,Kansas,"37.08308, -97.23865",67140.0
17996,Brightons Landing,Olathe,Kansas,"38.885985, -94.811549",66061.0
17997,Arbor Creek,Olathe,Kansas,"38.885985, -94.811549",66061.0
17998,Arbor Landing,Olathe,Kansas,"38.885985, -94.811549",66061.0
17999,Fairfield at Heritage Park,Olathe,Kansas,,
18000,Stonebridge,Olathe,Kansas,"38.830269, -94.776476",
18001,Indian Fields,Prairie Village,Kansas,"39.011793, -94.634433",
18002,Brooke Falls,Olathe,Kansas,"38.885985, -94.811549",66061.0
18003,Wilshire Farms,Overland Park,Kansas,"38.908315, -94.694397",66213.0
18004,Quail Park,Olathe,Kansas,"37.211531, -96.9954",67156.0
18005,Spring Meadow at Scarborough,Olathe,Kansas,,
18006,Town & Country,Prairie Village,Kansas,"38.974713, -94.635214",
18007,West Riding,Prairie Village,Kansas,"38.966822, -94.646088",
18008,Harmony View West,Olathe,Kansas,"39.12678, -94.840883",
18009,Bradford Meadows,Olathe,Kansas,"38.885985, -94.811549",66061.0
18010,Fallbrook,Olathe,Kansas,"38.928717, -94.811823",
18011,Prairie Point,Olathe,Kansas,"38.932539, -94.830584",
18012,Whitetail,Olathe,Kansas,,
18013,Raven Crest,Olathe,Kansas,"38.885985, -94.811549",66061.0
18014,Prairie Farms,Olathe,Kansas,"38.954226, -94.801675",
18015,Yorkshire,Olathe,Kansas,,
18016,Forest Hills Estates,Olathe,Kansas,"37.686643, -97.232833",67206.0
18017,Greenview Ridge,Shawnee,Kansas,"37.211531, -96.9954",67156.0
18018,Lauren's Bay,Topeka,Kansas,"38.981476, -95.76753",
18019,Nottington Creek,Olathe,Kansas,"38.885985, -94.811549",66061.0
18020,Bridlewood Downs,Olathe,Kansas,"38.885908, -94.864538",
18021,Lackman Park Place,Olathe,Kansas,"38.885985, -94.811549",66061.0
18022,Clearwater Creek,Olathe,Kansas,"38.885985, -94.811549",66061.0
18023,Largo,Upper Marlboro,Maryland,"38.894504, -76.842222",20774.0
18024,Canton,Baltimore,Maryland,"39.28039, -76.56663",21224.0
18025,Downtown,Silver Spring,Maryland,"38.998392, -77.029253",20910.0
18026,Charles Village,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18027,Mount Vernon,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18028,Alta Vista,Bethesda,Maryland,"38.989441, -77.118791",20817.0
18029,Sligo Park Hills,Silver Spring,Maryland,"38.991727, -77.010374",20910.0
18030,Town Center,Rockville,Maryland,"39.080026, -77.158493",20850.0
18031,Riverside,Baltimore,Maryland,"39.477725, -76.238522",21017.0
18032,Bolton Hill,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18033,Mid-Town Belvedere,Baltimore,Maryland,"39.361927, -76.607734",21212.0
18034,Downtown,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18035,Fells Point,Baltimore,Maryland,"39.28261, -76.5933",
18036,Washington Village,Baltimore,Maryland,"39.282244, -76.63445",21223.0
18037,Inner Harbor,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18038,Tuscany-Canterbury,Baltimore,Maryland,"39.52843, -77.02859",21157.0
18039,Upper Fells Point,Baltimore,Maryland,"39.28261, -76.5933",
18040,Woodside,Silver Spring,Maryland,"39.001938, -77.037777",20910.0
18041,Federal Hill,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18042,North Ocean City,Ocean City,Maryland,"38.374, -75.0699",21842.0
18043,Friendship Village,Chevy Chase,Maryland,"39.465855, -76.324526",
18044,Battery Lane,Bethesda,Maryland,"38.989441, -77.118791",20817.0
18045,Pearl District,Bethesda,Maryland,"38.989441, -77.118791",20817.0
18046,Cross Keys,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18047,Arlington North,Bethesda,Maryland,"38.989441, -77.118791",20817.0
18048,Midtown,Ocean City,Maryland,"38.408268, -75.069353",21842.0
18049,Boardwalk/Inlet,Ocean City,Maryland,"38.326802, -75.086231",
18050,Locust Point,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18051,Lake Shore,Pasadena,Maryland,"39.143628, -76.547529",21122.0
18052,Frankford,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18053,Glassmanor,Oxon Hill,Maryland,"38.79615, -76.97499",20744.0
18054,Belair-Edison,Baltimore,Maryland,"39.534272, -76.345738",21014.0
18055,Kettering,Upper Marlboro,Maryland,"38.894987, -76.811027",20774.0
18056,Rosaryville,Upper Marlboro,Maryland,"38.817282, -76.754358",20772.0
18057,Twinbrook,Rockville,Maryland,"39.075461, -77.111982",20851.0
18058,Westphalia,Upper Marlboro,Maryland,"38.840773, -76.826738",20774.0
18059,Brooklyn,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18060,South Kensington,Kensington,Maryland,"39.013412, -77.070921",20895.0
18061,Glen,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18062,Cheswolde,Baltimore,Maryland,"39.36822, -76.680158",21209.0
18063,Harford-Echodale - Perring Parkway,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18064,Riviera Beach,Pasadena,Maryland,"39.143628, -76.547529",21122.0
18065,Cherry Hill,Baltimore,Maryland,"39.249627, -76.629364",
18066,Coldstream Homestead Montebello,Baltimore,Maryland,"39.70205, -76.48969",21132.0
18067,Glenham-Belford,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18068,Waltherson,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18069,Westgate,Bethesda,Maryland,"39.28597, -76.709273",21229.0
18070,Patterson Park,Baltimore,Maryland,"39.28906, -76.578335",
18071,Sandtown-Winchester,Baltimore,Maryland,"39.30195, -76.663813",21216.0
18072,North Kensington,Kensington,Maryland,"39.028964, -77.072294",20895.0
18073,Reservoir Hill,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18074,Hampden,Baltimore,Maryland,"39.319732, -76.649533",21217.0
18075,Roland Park,Baltimore,Maryland,"39.319732, -76.649533",21217.0
